,Edad,Mujer,Combat.hunterX,Emotion.hunterX,Qual.hunterX,Duration.hunterX,Rating.hunterX,Combat.dragonball,Emotion.dragonball,Qual.dragonball,Duration.dragonball,Rating.dragonball,Combat.naruto,Emotion.naruto,Qual.naruto,Duration.naruto,Rating.naruto,Combat.bnha,Emotion.bnha,Qual.bnha,Duration.bnha,Rating.bnha
11388,36,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
8008,38,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
3136,33,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
10102,26,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
5462,47,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
8735,33,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
11819,26,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
3183,47,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
9961,38,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
1943,24,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9546,34,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
3199,48,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
10401,39,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
1289,29,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
4581,25,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
6335,30,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
2500,45,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
11410,46,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
10712,35,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
11449,46,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
10148,45,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
4106,44,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
4126,24,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
9834,41,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
6933,30,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
3966,39,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
1879,30,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
10179,49,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
11152,44,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
9754,25,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
5457,29,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
7458,36,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
3587,31,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
10542,41,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
3865,48,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
2148,36,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
4131,47,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
1036,43,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
636,30,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
7216,46,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
9825,35,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
4134,47,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
7741,45,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
1083,34,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
6711,49,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
861,37,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
5212,32,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
903,34,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
191,30,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
109,35,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
6026,24,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
4455,27,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
1942,24,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
7670,46,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
4331,27,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
10618,40,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
10239,40,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
5927,41,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
2040,46,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
9301,31,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
8999,49,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
7787,47,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
4878,39,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
4659,46,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8222,24,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
5001,39,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
2775,24,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
4145,41,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
2323,32,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
762,24,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
5921,41,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
2617,33,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
2411,41,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
1094,48,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
6065,25,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
7265,34,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
1546,29,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
4589,27,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
6034,24,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
8092,24,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
6953,32,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
3135,33,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
3856,43,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
5040,26,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
7435,43,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
11052,38,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
5428,27,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
6523,41,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
6419,25,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9255,45,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
3805,33,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
884,45,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
2654,31,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
7700,27,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
7660,49,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
8025,26,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
6774,24,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
10531,25,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
11062,38,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
464,24,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
1257,47,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
11809,26,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
2259,29,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
4274,31,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
7074,43,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
5192,47,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
5630,30,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
11622,41,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
6231,30,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
7382,39,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
5300,48,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
2202,26,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
10702,41,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
10373,31,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
1262,28,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
7746,45,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
7212,46,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
975,44,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8602,35,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
5866,48,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
4925,28,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
941,38,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
5263,27,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
6582,29,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
4723,43,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
2387,39,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
11672,37,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
5021,28,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
7129,41,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4391,34,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
5148,40,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
10025,38,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
6803,32,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
3221,40,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
3882,35,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
7954,45,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
11324,31,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
1610,49,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
3875,48,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
5953,25,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
2789,41,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
944,38,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
10681,44,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
1857,40,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
10398,39,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
4108,44,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
5213,32,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
10203,48,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
3255,39,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
7323,48,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
2690,49,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
8256,38,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
7389,39,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
4627,29,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
8961,47,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
1319,31,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9083,36,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
11855,43,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
5162,38,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
8724,33,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
10113,32,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
8959,47,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
1135,29,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
4529,39,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
3475,26,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
3505,36,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4749,32,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
2477,38,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
7942,27,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
8158,37,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
7086,24,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
8842,24,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
9311,31,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
4501,26,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
7965,25,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
11838,46,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
6336,25,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
8779,30,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
6982,24,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
7231,47,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
8952,47,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
1874,30,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10206,48,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
8278,31,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
11323,31,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
5096,46,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
2904,44,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
570,29,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
1448,33,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
3414,45,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
9679,49,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
939,38,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
9315,32,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8775,30,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8027,26,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
10024,38,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
5841,25,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
6837,48,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
8750,47,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
3226,40,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
11689,39,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
6332,30,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
3978,37,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
4383,34,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
5834,25,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
9494,24,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
9189,39,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
3539,45,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
8497,36,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
10742,45,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10662,27,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
10912,35,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
5681,44,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
2827,45,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
5780,45,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
3634,42,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
4996,39,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
1338,31,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
3262,39,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
8674,42,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
6838,48,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
5089,46,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
5741,34,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
650,34,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
6039,45,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
2902,41,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
2258,29,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
11874,29,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
5395,33,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
7082,24,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
11750,26,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
9522,33,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
3521,45,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
2730,29,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
7957,25,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4478,37,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
5660,29,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
1596,25,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
67,47,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
2584,42,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
10999,41,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
6281,48,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
3196,48,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
11238,36,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
5327,46,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9512,46,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
9608,24,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
1258,47,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
7656,49,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
6350,47,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10213,30,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
7523,29,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
991,32,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
3504,36,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
113,35,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
919,24,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
2509,43,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
11282,42,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
165,27,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
6741,32,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
7633,36,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
10243,40,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
8675,42,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
4603,27,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
8835,24,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
10196,33,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
949,37,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4594,27,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
9798,47,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
3770,27,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
2506,45,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
5107,26,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
2850,38,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
6000,37,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
8742,26,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
11973,30,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
7773,33,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
9970,38,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
4446,49,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
5794,26,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
10411,49,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
4460,27,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
8969,40,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
2505,45,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
9084,46,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
6623,43,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
1114,34,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
6942,32,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
10062,36,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
298,27,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
1675,46,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
3347,27,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
6170,36,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
2735,29,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
